Year,Month,Day,P6,P12,P18,T6,T12,T18
2009,1,1,1021.01,1023.06,1024,-4.1,-5.2,-6
2009,1,2,1021.05,1020.08,1016.07,-7.8,-6.5,-4.7
2009,1,3,1009.03,1008.05,1011.04,-4,-4.5,-5.8
2009,1,4,1014.02,1015.03,1016.05,-10.2,-9.4,-10.7
2009,1,5,1020.04,1021.05,1019.02,-9.3,-9,-8.6
2009,1,6,1009.02,1002.05,998.08,-4.4,-0.9,-0.3
2009,1,7,1002.09,1007.04,1012.08,-5.7,-6,-7.7
2009,1,8,1015.07,1009.01,1004,-9.5,-3.3,1.02
2009,1,9,1005.03,1012.04,1018.01,2.05,5.07,2.03
2009,1,10,1019,1018.06,1017.09,0.06,2.05,2.03
2009,1,11,1013.01,1011,1006.05,1.09,3.03,3
2009,1,12,1001.03,1000.01,999.06,5.05,5.08,5.04
2009,1,13,998.02,999.06,1000.08,4.05,4.07,4.05
2009,1,14,1003.07,1006.03,1010.02,2.06,3.03,0.05
2009,1,15,1017.05,1023.09,1025,-1.2,-2.7,-4.6
2009,1,16,1030.08,1031.09,1031.09,-8.4,-5.1,-5.4
2009,1,17,1028.03,1025.09,1022.04,-3.8,-1.6,-2
2009,1,18,1014.01,1010,1005.08,-1.3,-0.6,-0.4
2009,1,19,1000.05,999,998.02,-0.6,0.03,0.06
2009,1,20,996.04,995.07,999.03,1.04,2.02,2.04
2009,1,21,1005.07,1008.07,1010.02,-0.1,1.06,0.02
2009,1,22,1007.03,1003.07,1000.08,1,0.08,0.01
2009,1,23,997.06,997.06,994.06,0,2,2.01
2009,1,24,989.01,989.03,991.09,0.09,1.07,2
2009,1,25,995.03,997.06,1000.05,2.01,2.03,2.01
2009,1,26,1005.05,1008,1010,1.05,1.01,0.08
2009,1,27,1013.02,1014.09,1016.07,-0.4,-0.2,-0.3
2009,1,28,1017.03,1017.08,1019.03,0.03,0.05,0.07
2009,1,29,1021.09,1024.04,1027.02,0.04,-0.3,-2.9
2009,1,30,1029.09,1031.01,1032,-1.9,-0.8,-0.9
2009,1,31,1032.01,1032.06,1033.02,-1.7,-0.4,-3
2009,2,1,1033.02,1033.01,1031.04,-5.7,-2,-2.5
2009,2,2,1029.09,1028.07,1026.08,-3,0,-1.1
2009,2,3,1020.02,1016.04,1011.03,-3,0.03,-0.8
2009,2,4,1002.08,1001.07,1001,-1.3,-1.2,-1
2009,2,5,1000.01,999.09,999.05,-1.3,0.02,0.05
2009,2,6,996.07,994.05,994.07,0.07,0.09,1.05
2009,2,7,995.05,994.04,992.06,1.01,2.03,2
2009,2,8,984,984.01,989,1.09,1.07,-1.1
2009,2,9,996.05,1000.03,1002,-3.8,-0.4,-0.7
2009,2,10,1002.05,1002.05,1003,-2.7,-0.3,0.01
2009,2,11,1005,1006.03,1007.07,-1.8,0.05,-0.6
2009,2,12,1009.09,1011,1012.01,-2.1,-0.4,-2.6
2009,2,13,1013.06,1015.05,1017.01,-3.4,-2,-3.5
2009,2,14,1017.09,1018.06,1017.07,-7.9,-4.5,-3.5
2009,2,15,1017.03,1017.09,1019,-5.5,-1.8,-2.6
2009,2,16,1019.08,1021.02,1023,-4.1,-3.3,-4.6
2009,2,17,1025.01,1026.05,1027.06,-5,-3,-4.3
2009,2,18,1026.08,1025.08,1024.08,-5.7,-3,-4.8
2009,2,19,1021.07,1021.04,1022.08,-4.7,-3.5,-4.6
2009,2,20,1024.04,1025.07,1027.01,-4.9,-2.1,-3.8
2009,2,21,1028.05,1027.02,1023,-6.3,-0.5,-3
2009,2,22,1008.08,1003.08,1002,-0.6,0.02,-0.1
2009,2,23,1007.04,1011,1014.07,-1.9,-2.2,-1.4
2009,2,24,1017.07,1017.08,1014.04,-3,1.01,1.07
2009,2,25,1013,1011.09,1007.09,-0.1,2.08,0.06
2009,2,26,996.03,994.08,993.07,1.05,2.07,2.04
2009,2,27,1000.06,1002.05,1005.04,-0.9,0.07,-0.6
2009,2,28,1010.02,1012.08,1016.08,-5.4,-1.3,-3.5
2009,3,1,1019.09,1020.04,1019.05,-7.4,-1,-2.4
2009,3,2,1015.08,1013,1008.06,-0.5,1.03,0.07
2009,3,3,1007.05,1008.07,1009.04,0.05,3.01,2.09
2009,3,4,1009.06,1009.05,1009.05,1.08,3.08,2
2009,3,5,1008.01,1008.04,1009.02,0.03,3,1.04
2009,3,6,1009,1009.06,1009.06,1.03,2.01,0.02
2009,3,7,1009.09,1010.08,1010.09,0.06,1.02,0.04
2009,3,8,1006.03,1001.09,998.02,-0.4,3.02,1.02
2009,3,9,998.04,1001.05,1001.07,1.02,1.02,0.08
2009,3,10,998.07,998.06,999.05,-1,0.01,-1.6
2009,3,11,1004.05,1010.01,1015.04,-2.5,0.01,-0.8
2009,3,12,1018.03,1017.02,1014.08,-2.3,0.07,0.04
2009,3,13,1014.05,1016.01,1016.03,0.06,2.08,1.04
2009,3,14,1015,1014.09,1015,1.04,3.03,2.02
2009,3,15,1018.01,1022.01,1025.08,1.01,4.05,3.02
2009,3,16,1026,1023.02,1020.09,-0.7,6.05,4.01
2009,3,17,1011.01,1012.05,1016.01,2.08,3.08,5.03
2009,3,18,1019.09,1021,1022.07,0.01,4.08,2.08
2009,3,19,1026.09,1030.03,1033.01,-1,1.09,-1.2
2009,3,20,1029.01,1025.02,1022.03,-1.1,4.05,3.05
2009,3,21,1015.08,1015.06,1014.01,3.08,5.03,2.06
2009,3,22,1011,1008.06,1002,-1.4,2.02,0.01
2009,3,23,993,990.09,991,-1.3,0.07,-1.5
2009,3,24,995.05,999.08,1003.07,-4,-0.7,-4.1
2009,3,25,1004.02,1004.05,1005.05,-5.9,-0.5,-0.7
2009,3,26,1005.08,1006,1004.06,-4.1,2.06,-0.8
2009,3,27,1001.01,999.03,996.09,-1.5,1.05,0
2009,3,28,998.03,1000.06,1002.07,1.01,2.05,1.09
2009,3,29,1003.06,1005.04,1009.03,0.06,3.06,1.09
2009,3,30,1012.02,1011.01,1008.04,-0.1,6.07,5.09
2009,3,31,1010,1010.03,1010.01,4.09,10.04,6.09
2009,4,1,1017.04,1021.08,1025.08,2.09,9.05,4.08
2009,4,2,1024.01,1021.09,1020,4.09,11.04,10.03
2009,4,3,1017.04,1016.06,1015.07,3.06,12.03,11.05
2009,4,4,1014.09,1013.09,1012.03,5.08,14.01,12.05
2009,4,5,1011.05,1012.04,1010.07,7.05,7.05,8.02
2009,4,6,1012.01,1012.08,1012.06,5,11.09,10.07
2009,4,7,1015.08,1017.07,1018.07,3.05,9.03,1.08
2009,4,8,1018.06,1017,1014.04,1.04,8.05,6.07
2009,4,9,1011.04,1012.07,1014.05,5.05,7.05,8.08
2009,4,10,1018.03,1018.02,1018.03,6.08,14.07,11.08
2009,4,11,1019.07,1019.09,1019.08,10.01,17.04,12.05
2009,4,12,1020.02,1018.07,1017.05,8.02,15.07,8.08
2009,4,13,1015.03,1014.03,1014,4.06,15,11.06
2009,4,14,1016.05,1017.02,1018.07,5.02,10.07,8.03
2009,4,15,1023.01,1025,1026.06,4.09,10.02,7
2009,4,16,1026.05,1023.09,1020.02,3.06,6.08,4.03
2009,4,17,1014.09,1012,1010.02,4.06,10.05,10.07
2009,4,18,1016.06,1021.03,1026,3.01,5.05,3.01
2009,4,19,1028.01,1024,1020.06,1.08,10.03,10.05
2009,4,20,1027.03,1029.03,1030.02,3.06,7.08,3.08
2009,4,21,1031.09,1029.04,1026,2.07,5.06,3.08
2009,4,22,1021.02,1020.06,1021.01,4,8,7
2009,4,23,1023.01,1023.02,1023.02,5.09,14.08,10.09
2009,4,24,1025,1023.07,1022.02,10.07,18.03,14.07
2009,4,25,1022.09,1020.07,1018.03,10.08,20,12.08
2009,4,26,1014.04,1011.09,1010.05,9.05,20,14.06
2009,4,27,1006.06,1005,1004.08,10.06,17.08,13.04
2009,4,28,1006.04,1006.05,1008.09,11.01,18.05,16.02
2009,4,29,1014.03,1017,1019.02,8.02,15.01,9.08
2009,4,30,1025.05,1027.04,1027.08,9.07,11.01,8.06
2009,5,1,1029.07,1028.01,1026.04,7.04,17,12.05
2009,5,2,1026.01,1024,1021.08,9.02,18.05,13.08
2009,5,3,1018.08,1016.03,1014.06,11.04,18.02,13.05
2009,5,4,1009.02,1008.09,1009.01,7.02,11.09,11
2009,5,5,1006.06,1003.06,1000.06,8,10.09,9.02
2009,5,6,997.05,996.03,999.08,8.06,13.02,8.09
2009,5,7,1006,1004.06,1003.06,8.05,14.09,12.04
2009,5,8,1011.06,1010.04,1007.05,8.06,14.08,12.06
2009,5,9,1004.04,1008.09,1012,7.01,14.04,13.04
2009,5,10,1014.08,1013.01,1013.01,11.01,15.08,13.09
2009,5,11,1016,1018.05,1019.09,9.05,11.02,10.04
2009,5,12,1023.04,1023,1023,7.06,12,11.04
2009,5,13,1025,1024.02,1022.07,8.04,14.08,12.01
2009,5,14,1020.04,1021.03,1020.03,7.01,12.01,9.02
2009,5,15,1019,1018.05,1018.02,8.04,13.09,11.09
2009,5,16,1017.08,1018.08,1019.08,7.02,15,11.08
2009,5,17,1022,1021.05,1021.01,7.09,17.03,12.04
2009,5,18,1020.09,1020.03,1019.01,9.07,9.03,8.01
2009,5,19,1020.07,1022.01,1020.02,8.04,12.05,13.07
2009,5,20,1019.01,1017.04,1014.09,10.08,15.07,14.02
2009,5,21,1014.01,1013.01,1011.04,11.05,16.05,14
2009,5,22,1006.04,1006,1005.05,11,11.06,10.08
2009,5,23,1006.05,1009.04,1011.04,9.07,12.04,15.07
2009,5,24,1011.05,1011.02,1011.05,12.08,17.06,14.01
2009,5,25,1014.01,1014.01,1013.03,13.05,21.09,19.05
2009,5,26,1011.06,1008.07,1004.05,15.06,21.07,14.09
2009,5,27,999.05,1001.08,1006.04,15.08,18.06,15.07
2009,5,28,1006.08,1008,1014.03,11.03,12.03,9.07
2009,5,29,1030.06,1033.06,1034.01,10.09,17.02,16.05
2009,5,30,1036.05,1036,1034.03,14.02,23.04,19.04
2009,5,31,1033.05,1030.08,1027.01,16.04,26.06.00,21.09
2009,6,1,1023.07,1021.09,1019.09,18.07,23.09,18.07
2009,6,2,1016.01,1014.04,1009.08,12.08,8.06,9.03
2009,6,3,1003.01,1002.04,1000.05,8.08,12.07,11.09
2009,6,4,996.04,996.02,997.03,8.01,7.03,6.03
2009,6,5,998.08,1003.02,1006.01,6.09,8.02,8.01
2009,6,6,1009.05,1009.06,1010.03,7.01,10.09,9
2009,6,7,1010.08,1010.04,1011.01,9.05,13.07,10.08
2009,6,8,1012.08,1012.08,1012.07,9.05,15.02,11.06
2009,6,9,1013.05,1014.09,1015.06,8.04,14.04,11.09
2009,6,10,1011.07,1010.08,1009.09,8.09,10.07,12.01
2009,6,11,1007.04,1008.02,1008.03,11.05,17.02,16.05
2009,6,12,1006.04,1005.02,1005.08,10.08,11.09,11
2009,6,13,1008.03,1008.07,1007.09,10.07,12.01,12.04
2009,6,14,1002.06,1001.05,999.05,11.08,10.05,8.07
2009,6,15,1000.09,1004.03,1006.07,7.07,10.05,13
2009,6,16,1011.01,1012.04,1013.05,10.02,16,13.08
2009,6,17,1018.01,1018.08,1018.01,12,15.09,11.08
2009,6,18,1011.04,1008,1003.06,13.08,14.05,11.04
2009,6,19,1002.07,1003.08,1004.06,12.05,18,14
2009,6,20,1007.07,1009.06,1011.05,10.08,15.08,14.06
2009,6,21,1015.09,1018.04,1020.08,14.04,19.06,16.01
2009,6,22,1025.05,1026,1026.02,12.03,20.09,17.04
2009,6,23,1028.01,1027.03,1026.07,15.06,23.09,20.01
2009,6,24,1027.05,1027.02,1026.01,18.08,23.07,20.08
2009,6,25,1026.07,1027,1027.02,16.05,24.07.00,20.03
2009,6,26,1028.08,1028.08,1027,18.09,23.03,21.05
2009,6,27,1024.04,1022.07,1021.06,19.03,25.06.00,21.06
2009,6,28,1020.03,1020.04,1020.06,19.06,29.00.00,24.05.00
2009,6,29,1023,1023.07,1023.06,21.08,27.08.00,24.05.00
2009,6,30,1025,1024,1023.03,20.09,27.06.00,22.07
2009,7,1,1022.02,1021.05,1020.01,18.08,25.03.00,23.03
2009,7,2,1019.04,1018.06,1017.05,21.06,28.03.00,25.05.00
2009,7,3,1013.09,1012.04,1012,22.03,25.07.00,18.07
2009,7,4,1008.07,1005.09,1005.06,16.07,21.06,17.07
2009,7,5,1010,1009.05,1008.05,12.07,17,15.06
2009,7,6,1006.06,1006.03,1005.01,14.03,17.06,13.04
2009,7,7,999.08,998.06,999.05,13.01,17.06,16.02
2009,7,8,1001,1000.07,999.09,16.09,22.05,17.06
2009,7,9,989.02,988.05,990.05,14,15.01,14.01
2009,7,10,996.05,1001.06,1005.02,13.07,19.03,15.09
2009,7,11,1008.04,1008.09,1009.02,16.02,18.08,16.06
2009,7,12,1009.03,1009.07,1010.07,17.02,20.08,17.04
2009,7,13,1010.04,1010,1010.08,16.08,22.03,17.06
2009,7,14,1010.09,1012.01,1012.06,16.09,19,19.05
2009,7,15,1015.08,1016,1015.06,18.07,24.06.00,21
2009,7,16,1014.08,1013.09,1013.04,18.08,23.09,21.08
2009,7,17,1014.05,1014.04,1013,17.01,24.02.00,23.02
2009,7,18,1013.01,1012.03,1010.01,20.01,22.05,19.09
2009,7,19,1005.08,1004.05,1002.05,18.06,19.08,19.05
2009,7,20,1000.06,1001.03,1000.04,14.09,21,20.03
2009,7,21,998.08,997.06,998.02,15.04,19.08,16.05
2009,7,22,1002.04,1004.09,1005.02,14.05,21.02,19.09
2009,7,23,1005.03,1005.06,1004.02,17.06,19.02,18.04
2009,7,24,998.06,1000.06,1001.07,18,19.01,20.07
2009,7,25,1002.06,1003.06,1005.01,16.03,20.05,20.01
2009,7,26,1007,1008,1009.05,15.09,19.08,17.03
2009,7,27,1010,1010.03,1010.03,16,20.05,19.01
2009,7,28,1009.06,1011.02,1013,19,18.08,19.09
2009,7,29,1017.09,1018.06,1018.07,15.08,21.09,20
2009,7,30,1019.01,1017.06,1014.05,18,20.09,18.02
2009,7,31,1014.01,1012.09,1012.08,14.08,21.04,17.01
2009,8,1,1012.07,1013.05,1014.01,15,18.05,17.09
2009,8,2,1014.03,1014.05,1014.08,16,23,19.04
2009,8,3,1017,1016.08,1017.02,16.06,23.03,20.01
2009,8,4,1019.06,1020.02,1021.03,16.05,24.05.00,20.05
2009,8,5,1023.07,1024,1024.01,18.04,26.00.00,22.04
2009,8,6,1025.03,1025.06,1025.04,19.07,24.05.00,21.09
2009,8,7,1026.01,1025.03,1024.05,19.07,26.03.00,21.06
2009,8,8,1025,1024,1023.03,18.09,24.04.00,21.07
2009,8,9,1023.09,1022.05,1020.06,18.07,25.07.00,21
2009,8,10,1018.05,1016.09,1014.05,19.04,23.01,20.06
2009,8,11,1010.06,1008.01,1006.01,19.03,21,16.03
2009,8,12,1001.05,1002.04,1002.04,15.05,18.08,18.07
2009,8,13,1003.04,1003.09,1005,15.01,19.01,14
2009,8,14,1006.02,1007.07,1008.07,11.04,18.09,15.06
2009,8,15,1012,1012.02,1010.02,11.09,20.08,16.09
2009,8,16,999.02,998.05,999.03,16.09,20.07,18.09
2009,8,17,999.08,1002.02,1002.01,15.07,17.05,18.02
2009,8,18,1002.03,1003.06,1007.09,14.08,19.08,14
2009,8,19,1019.06,1022.04,1024.04,11.02,18.07,17.03
2009,8,20,1026,1025.08,1023.02,15.05,22.04,17.09
2009,8,21,1020.05,1019.08,1017.07,17.07,19.08,16.04
2009,8,22,1013.05,1016.04,1017.07,15.06,17.02,18.02
2009,8,23,1021.08,1021.06,1020.08,13.07,19.02,16.09
2009,8,24,1021,1019.04,1017.06,13.07,20.08,17.05
2009,8,25,1016.02,1015.05,1014.01,14.08,22,17.09
2009,8,26,1008.09,1006.03,1008.03,16.04,17.04,17.02
2009,8,27,1010.08,1011.07,1011.05,14.07,20.09,20.02
2009,8,28,1009.05,1007.05,1003,17.04,21.02,18.08
2009,8,29,1005,1005.06,1006.04,13.07,19.02,15.06
2009,8,30,1006.09,1007,1007.08,12.08,17.04,14.07
2009,8,31,1009.06,1011.04,1012.04,12.08,18.04,16.01
2009,9,1,1014.08,1012.06,1009.08,16.07,22.05,18.01
2009,9,2,1005.05,1007.02,1008.06,15.02,20.02,17.06
2009,9,3,1009,1006.04,1000.03,14.02,19.06,15.07
2009,9,4,993.03,995.02,997.02,14.04,17.06,14
2009,9,5,1000.08,1002.02,1003.08,13.07,18.07,15
2009,9,6,1005.03,1007.09,1010,12.09,17.09,15.05
2009,9,7,1014.01,1015.04,1017,13.04,18.04,16.02
2009,9,8,1019.04,1020,1020.01,15.03,20.03,17.05
2009,9,9,1017.07,1017.08,1020.08,15.05,23.08,18.05
2009,9,10,1027.04,1029.04,1030,12.02,18.05,15
2009,9,11,1029.05,1027.05,1025.05,11.03,19.06,15.09
2009,9,12,1021.07,1017.05,1014.01,12.06,18.03,14.08
2009,9,13,1015.04,1019.05,1023.04,11,14.05,13.01
2009,9,14,1027.09,1030,1031.01,11.03,17.05,14.01
2009,9,15,1030.03,1027.05,1023.07,8.08,18.02,13.07
2009,9,16,1015.07,1012.06,1012.08,9.06,14.07,11.07
2009,9,17,1015.05,1016.06,1017.07,11.04,14,12.04
2009,9,18,1020,1020.04,1020.02,10.03,18,14.07
2009,9,19,1020.09,1020,1018.08,11.02,19.02,15.02
2009,9,20,1016.04,1014.04,1012.02,11.05,19.07,14.07
2009,9,21,1013.02,1014.01,1013.03,13,15.08,13.05
2009,9,22,1010.04,1007.01,1003.07,13.02,14.06,16.04
2009,9,23,1002.06,1004.03,1005.04,13.08,17.04,13.09
2009,9,24,1006,1005,1008.02,9.09,9.08,9.09
2009,9,25,1011.05,1011.05,1013.01,8.04,15.05,15.02
2009,9,26,1013.08,1014.07,1016.01,13.03,17.08,15.01
2009,9,27,1014.01,1012.04,1009.09,13.01,16.08,14.09
2009,9,28,1002.09,999.06,998.06,11.03,14.07,10.06
2009,9,29,1001.02,1001.05,1005.01,4.03,10.01,9.02
2009,9,30,1008.03,1006.02,1001.07,5.05,10.09,8.08
2009,10,1,995.05,995.06,999.02,3.09,6.02,5
2009,10,2,1002.08,1004.01,1005.02,1.04,8.03,6.08
2009,10,3,1003.02,996.05,982.07,3.07,9.01,9.08
2009,10,4,974.07,974.01,980.02,8.07,9.09,5.08
2009,10,5,997.06,1003.04,1007,4.02,8.07,7.01
2009,10,6,1013.03,1014.08,1009.07,3.04,10.07,8.08
2009,10,7,992.03,992.07,994.05,10.05,12.01,11
2009,10,8,1004.02,1004.09,1002.07,5.01,10.07,6.07
2009,10,9,1010.08,1019.01,1022.08,4.09,8,5.09
2009,10,10,1024.09,1024.05,1023.09,2.05,9.04,5.04
2009,10,11,1019.04,1016.09,1014.03,5.06,8.05,4.05
2009,10,12,1010.04,1011.05,1013.07,3.04,6.04,3.08
2009,10,13,1019.06,1023.01,1026.06,1.07,4.04,2.02
2009,10,14,1029.06,1029.09,1030.07,0.07,4.08,2.04
2009,10,15,1027.08,1025.05,1022.04,0.08,7.06,4
2009,10,16,1010.03,1009.03,1010.02,1.06,3.04,3.06
2009,10,17,1012.02,1017.06,1020.01,5,5.01,4.03
2009,10,18,1017.06,1015,1012.06,2.02,6.03,4.03
2009,10,19,1007,1008.04,1011.01,4.05,7,5.02
2009,10,20,1017.02,1019.06,1021.03,5.02,7.02,6.02
2009,10,21,1023.01,1023.04,1022.07,5.07,8.01,7.02
2009,10,22,1020.03,1019.04,1019.02,6.07,6.07,5.08
2009,10,23,1019.08,1021.02,1022.04,5.07,5.05,4.08
2009,10,24,1024.01,1024.04,1023.04,5.08,7.04,6.07
2009,10,25,1017.01,1014.01,1011.09,6.04,7,7.03
2009,10,26,1009,1008.08,1009.05,7.04,10.01,9.02
2009,10,27,1009.08,1012.03,1013.06,8,6.09,6.06
2009,10,28,1016.03,1017.08,1019.02,4.03,5.08,4.05
2009,10,29,1023.09,1027.09,1034.02,2.06,6.04,2.02
2009,10,30,1033.02,1032,1030.03,3.01,4.09,4.01
2009,10,31,1029.08,1030.03,1029.01,1.05,5.07,5.08
2009,11,1,1025.03,1023.05,1021.01,4.09,6.03,5.04
2009,11,2,1013.02,1009.03,1007.05,6.07,6.01,6
2009,11,3,1008.03,1009.08,1011,6.07,6.06,5.01
2009,11,4,1009.01,1008.04,1006.03,2.05,1.04,2.09
2009,11,5,1004.06,1003.05,1004.05,2.01,1.08,6.03
2009,11,6,1009.09,1010.07,1009.09,6.01,5.07,5.09
2009,11,7,1008.03,1009.03,1010.05,7.03,7,5.08
2009,11,8,1014.05,1018.01,1022.02,6,7.03,5.06
2009,11,9,1025.06,1024.09,1022.09,4.08,5.07,4.01
2009,11,10,1016.05,1015.02,1014.04,2.04,2.03,2.07
2009,11,11,1014.03,1014.09,1014.09,2.02,2.04,2.02
2009,11,12,1013.09,1013.02,1013.04,1,2.01,0.02
2009,11,13,1014.06,1016.07,1018,0.03,0.06,0.05
2009,11,14,1016.09,1015.03,1013.08,4.03,5.04,6.05
2009,11,15,1010.03,1010.08,1012.01,7.04,7.08,7.05
2009,11,16,1012.02,1012.04,1011.06,6.09,6.07,6.05
2009,11,17,1007.07,1004.05,1002.01,6.06,7.05,7.03
2009,11,18,999.04,998.05,992.07,7.03,7.03,7.06
2009,11,19,1002.01,1007.02,1007.06,5.09,5.02,5.04
2009,11,20,1005.07,1005.09,1004.07,10,10.07,9.05
2009,11,21,1005.03,1010.06,1012.09,10.04,9.06,7.02
2009,11,22,1010.04,1004,996.06,3.07,7,8.04
2009,11,23,993.04,991.01,988.07,6.07,8.01,7.06
2009,11,24,986.01,987.07,990.07,7.01,7.08,6.05
2009,11,25,997.09,996,991.05,4.05,5.05,9.02
2009,11,26,991.05,991.06,991.09,6.04,7.08,7.06
2009,11,27,991.06,992.08,993,5.09,5.04,5.06
2009,11,28,993.03,994.08,996.06,3.07,5.02,5.09
2009,11,29,997.06,999.05,1001.05,4.05,5.05,2.01
2009,11,30,998.09,998.08,995.03,7.01,7.01,7.02
2009,12,1,999,1005.07,1011,4.06,1.05,-0.2
2009,12,2,1015,1014.09,1015,-2.7,-0.1,-1.5
2009,12,3,1014.05,1014.06,1015.03,-1.5,-0.1,2.09
2009,12,4,1016.02,1017,1019.07,2.04,4.02,4.02
2009,12,5,1018.06,1017,1016,4.08,5.03,6.01
2009,12,6,1017,1016.02,1014,3.06,2,3.02
2009,12,7,1012.04,1013.07,1014.09,4.06,5,4.03
2009,12,8,1017.03,1019.03,1020.09,4,4.01,4
2009,12,9,1023.04,1024.06,1025.06,3.01,4,3.09
2009,12,10,1024.04,1024.03,1025,3.04,3.06,2.05
2009,12,11,1028.01,1029.02,1029.07,2.05,1.03,1
2009,12,12,1032.03,1031.09,1028.09,0.08,0.06,0.04
2009,12,13,1026,1025.02,1023.09,1.07,2,1.06
2009,12,14,1023.09,1025,1023.08,-1.1,-1.8,-3.4
2009,12,15,1020,1017.02,1015,-2.6,-1.4,-1.1
2009,12,16,1014,1016.03,1018.01,-1.3,-2.1,-3.2
2009,12,17,1021.04,1023.07,1026.03,-6,-5,-4.5
2009,12,18,1025.03,1022.08,1020.06,-6.2,-6,-7.1
2009,12,19,1014.02,1010.07,1009.03,-4.3,-4.1,-4
2009,12,20,1004.06,1002.05,999.07,-4.3,-3.4,-6.6
2009,12,21,997.07,997.07,998.04,-9.6,-6.6,-7.8
2009,12,22,999.04,998.09,993.08,-10.5,-6.9,-3.8
2009,12,23,986.02,992.07,996.03,-2.2,-2.2,-2.5
2009,12,24,1003.09,1006.07,1008.06,-2.1,-0.7,0.06
2009,12,25,1004.09,1000.05,995.07,1.04,1.06,1
2009,12,26,989,988.04,990.06,-2,-2,-2.8
2009,12,27,996.09,998.06,996.07,-6.3,-6.6,-2.7
2009,12,28,992.04,992.06,992.09,1.04,2.04,0.08
2009,12,29,1000.07,1004.09,1005.08,-9,-7.9,-9.3
2009,12,30,1005.01,1004.09,1004.01,-10.7,-7.6,-8.9
2009,12,31,1001.09,1001.03,1001.03,-8,-7.1,-7.2
2010,1,1,1003.06,1006.07,1010.01,-7.7,-7.5,-7.3
